VFLCR1_SafetyRelay_CH1,POE\Main\LaserSafety.GB,12,OUT,88,41,Write,,SAFEBOOL,SQX4.2,,VAR_GLOBAL,GLOBAL,,
VFLCR1_SafetyRelay_CH1,POE\Main\LaserSafety.GB,21,IN,171,63,Read,,SAFEBOOL,SQX4.2,,VAR_GLOBAL,GLOBAL,,
VFLCR1_SafetyRelay_CH2,POE\Main\LaserSafety.GB,12,OUT,89,41,Write,,SAFEBOOL,SQX4.3,,VAR_GLOBAL,GLOBAL,,
VFLCR1_SafetyRelay_EDM,POE\Main\LaserSafety.GB,11,IN,87,32,Read,,SAFEBOOL,SIX20.2,,VAR_GLOBAL,GLOBAL,,
VFLCR2_SafetyRelay_CH1,POE\Main\LaserSafety.GB,16,OUT,113,45,Write,,SAFEBOOL,SQX6.2,,VAR_GLOBAL,GLOBAL,,
VFLCR2_SafetyRelay_CH1,POE\Main\LaserSafety.GB,25,IN,172,63,Read,,SAFEBOOL,SQX6.2,,VAR_GLOBAL,GLOBAL,,
VFLCR2_SafetyRelay_CH2,POE\Main\LaserSafety.GB,16,OUT,114,45,Write,,SAFEBOOL,SQX6.3,,VAR_GLOBAL,GLOBAL,,
VFLCR2_SafetyRelay_EDM,POE\Main\LaserSafety.GB,15,IN,112,28,Read,,SAFEBOOL,SIX24.2,,VAR_GLOBAL,GLOBAL,,
VFLCR3_SafetyRelay_CH1,POE\Main\LaserSafety.GB,20,OUT,135,44,Write,,SAFEBOOL,SQX8.2,,VAR_GLOBAL,GLOBAL,,
VFLCR3_SafetyRelay_CH1,POE\Main\LaserSafety.GB,25,IN,173,63,Read,,SAFEBOOL,SQX8.2,,VAR_GLOBAL,GLOBAL,,
VFLCR3_SafetyRelay_CH2,POE\Main\LaserSafety.GB,20,OUT,136,44,Write,,SAFEBOOL,SQX8.3,,VAR_GLOBAL,GLOBAL,,
VFLCR3_SafetyRelay_EDM,POE\Main\LaserSafety.GB,19,IN,134,29,Read,,SAFEBOOL,SIX28.2,,VAR_GLOBAL,GLOBAL,,
VFLCR4_SafetyRelay_CH1,POE\Main\LaserSafety.GB,24,OUT,157,45,Write,,SAFEBOOL,SQX10.2,,VAR_GLOBAL,GLOBAL,,
VFLCR4_SafetyRelay_CH1,POE\Main\LaserSafety.GB,25,IN,174,64,Read,,SAFEBOOL,SQX10.2,,VAR_GLOBAL,GLOBAL,,
VFLCR4_SafetyRelay_CH2,POE\Main\LaserSafety.GB,24,OUT,158,45,Write,,SAFEBOOL,SQX10.3,,VAR_GLOBAL,GLOBAL,,
VFLCR4_SafetyRelay_EDM,POE\Main\LaserSafety.GB,23,IN,156,28,Read,,SAFEBOOL,SIX32.2,,VAR_GLOBAL,GLOBAL,,
VFLCRRacksEnabled,POE\Main\LaserSafety.GB,1,IN,176,32,Read,,WORD,NSIW2,,VAR_GLOBAL,GLOBAL,,
